battery_id,cycle,voltage,current,temperature,soc,soh,rul,anomaly,carbon_footprint
1,1,3.6259331728235358,1.0429016276352399,26.86598743869149,100.0,99.98,1499,False,0.09
1,2,3.7175061470239035,1.0082643972342589,28.61063997702361,100.0,99.97,1498,False,0.06
1,3,3.6807923746673596,1.019241742058163,25.33735360784936,99.75859560828107,99.95,1497,False,0.24
1,4,3.6756036759255677,1.0085094744292935,24.069784778719114,100.0,99.94,1496,False,0.06
1,5,3.7243827414857393,0.9697997250099468,25.995533278276277,100.0,99.91,1495,False,0.21
1,6,3.7153436178385633,0.9694870996460314,24.697585952258077,99.66783786232766,99.88,1494,False,0.38
1,7,3.6833409516373212,0.9937805941174586,26.885725662646042,100.0,99.87,1493,False,0.44
1,8,3.68977676808092,0.9946328487266133,25.637455671435493,99.59518660161176,99.85,1492,False,0.69
1,9,3.671782598678482,0.9782014030531584,24.794674488318982,97.34000436922459,99.83,1491,False,0.49
1,10,3.6971796269165136,0.9796923407928152,24.46639239787357,97.89880950707227,99.82,1490,False,0.49
1,11,3.6753104748580747,1.0324807881552078,24.270694822648807,100.0,99.8,1489,False,0.43
1,12,3.6604420135326583,1.050521926669639,26.09458415506542,100.0,99.79,1488,False,0.54
1,13,3.6906775879831373,1.0281308257335966,24.675883743233108,100.0,99.76,1487,False,0.48
1,14,3.6551637813533797,0.9862819014948644,24.262108644642208,100.0,99.75,1486,False,0.6
1,15,3.7386830788353693,0.9784643419383033,26.00708774619026,99.38351952660003,99.72,1485,False,0.82
1,16,3.674051617606564,1.0127674414366323,27.17778324253365,100.0,99.7,1484,False,0.77
1,17,3.7223394556388985,0.9719757219165878,23.74749960128454,98.18359351923915,99.68,1483,False,0.67
1,18,3.6946481832355107,0.9713814976495033,25.860679932993193,97.11147653710596,99.66,1482,False,0.74
1,19,3.6830398776327677,1.029737427998301,23.559427843517902,99.32745569409292,99.63,1481,False,0.82
1,20,3.6655695270456334,0.9926996883447574,25.00129569967431,99.62229984284969,99.61,1480,False,0.94
1,21,3.7232328328798703,0.9642314008473672,22.37860226730315,97.57318296411482,99.59,1479,False,0.91
1,22,3.68445949363614,1.0163391406630482,26.56867468463396,98.40245270867076,99.57,1478,False,1.24
1,23,3.7013481437216167,1.0007498298438593,25.953285845783345,99.25682692418351,99.55,1477,False,1.13
1,24,3.6922151598336552,1.014008608052948,24.81400862189252,99.46573619307962,99.53,1476,False,1.19
1,25,3.693829706013387,1.0176194548251287,22.505734236410614,99.54714317310831,99.51,1475,False,1.25
1,26,3.6828687182010382,1.0055021325682723,24.85864913859129,98.02080200407933,99.5,1474,False,1.24
1,27,3.713919767246968,0.9867274019869767,27.727593822743728,98.3655778724921,99.49,1473,False,1.37
1,28,3.6983424881875644,0.9818358103812058,23.345838210055508,98.37858950949413,99.46,1472,False,1.31
1,29,3.7182425189666803,0.9567348606467554,26.180154745322785,98.14301925158709,99.44,1471,False,1.29
1,30,3.6868545039121865,0.9979973878199355,27.18868847469276,97.8881621492316,99.43,1470,False,1.53
1,31,3.6847634220547167,1.0050959171622376,26.450209729750718,99.18976331718811,99.41,1469,False,1.39
1,32,3.691311850126738,1.0249581216100416,24.65977148728109,97.65385141147702,99.39,1468,False,1.58
1,33,3.7045025772973723,0.9716668153987689,26.290322412973502,99.00488709429919,99.37,1467,False,1.53
1,34,3.76669059173106,0.9779052155569623,23.71472118379945,98.71266356375754,99.36,1466,False,1.83
1,35,3.6770191722835364,0.9963500059000852,26.17307960846611,99.18779605458143,99.34,1465,False,1.65
1,36,3.7312554576170407,1.037623378797102,27.021308513849327,99.14960190850285,99.32,1464,False,1.73
1,37,3.6854835104707635,1.0079669824700577,25.782814684046052,97.6400250454164,99.3,1463,False,1.98
1,38,3.7271836277756454,1.0174574460390542,24.359734712530464,98.43481120912325,99.28,1462,False,1.98
1,39,3.702021110851278,1.0124898313837176,23.864825237876065,99.65122821565161,99.27,1461,False,1.95
1,40,3.7236343547569373,0.9707073882233799,24.566803538886912,97.28357978308271,99.24,1460,False,1.92
1,41,3.7185463464825004,1.0238554480640303,25.02051181723698,99.13204010949802,99.23,1459,False,2.23
1,42,3.6859156189819036,0.9967866197417967,27.329336533871192,96.81223572323336,99.22,1458,False,2.15
1,43,3.6817464473787944,0.9852973028992722,26.632093866214205,98.34383413499117,99.2,1457,False,2.21
1,44,3.7243561031579357,0.9899988344516365,27.155618209929216,96.67112169149004,99.19,1456,False,2.25
1,45,3.6872625097125002,1.0079661951927403,26.55331721257364,96.91627726803029,99.17,1455,False,2.32
1,46,3.7285669964996493,1.004295534943405,23.927288360297844,97.97623106809574,99.14,1454,False,2.25
1,47,3.6870114481811203,0.9702659137287727,24.302282909617727,99.08737573530698,99.12,1453,False,2.3
1,48,3.686572566667346,0.9852116334617287,25.52119007248278,98.60983691960588,99.1,1452,False,2.21
1,49,3.671501183277353,1.0169261674647634,26.07620934918484,98.20879982027265,99.09,1451,False,2.51
1,50,3.7281748732050195,0.9778746186992779,26.394507020022843,96.64743375465441,99.06,1450,False,2.58
1,51,3.7671362672335302,1.0363362293617435,24.711211242202534,97.63725620396933,99.05,1449,False,2.7
1,52,3.6962515662267554,0.960356363625751,25.591962679701798,97.08255742082392,99.03,1448,False,2.44
1,53,3.713205871817515,0.9462887277910244,25.542290918582964,96.35180079901416,99.02,1447,False,2.68
1,54,3.6770021443626715,1.0085427530722666,24.31926165519115,97.60789187155576,99.0,1446,False,2.66
1,55,3.6889495675085375,1.0349000154185513,27.143614193228345,96.92096885717292,98.98,1445,False,2.72
1,56,3.708832369422487,0.9726286636183488,23.386800385363237,96.62494271951462,98.96,1444,False,2.97
1,57,3.7053194348000766,1.0143921664558895,25.038444726299197,96.82995600546138,98.93,1443,False,2.91
1,58,3.70402480346815,0.9957560741826855,22.328617820667557,98.34113114879246,98.9,1442,False,2.75
1,59,3.7330016319331514,1.008380981914012,24.828807471922453,97.8492431125622,98.88,1441,False,2.93
1,60,3.680127737177323,1.0129121470649178,25.737404674291323,97.72231949242868,98.85,1440,False,3.16
1,61,3.6428183987088696,1.0139678898315156,26.966895521522805,96.65433423429452,98.84,1439,False,3.02
1,62,3.6668623429483405,1.030998299316553,27.648054012013937,94.19976821522525,98.81,1438,False,3.15
1,63,3.683326980223795,1.0115450842209237,23.874745700159583,95.57673857405729,98.79,1437,False,2.92
1,64,3.715895984051199,1.0129911778653138,27.10900401959512,97.08376988284046,98.77,1436,False,3.16
1,65,3.6791297975925805,1.0040455649680788,24.482286444513626,95.66104177042666,98.75,1435,False,3.28
1,66,3.7268394063852437,0.9970710134741528,26.50893668795449,97.0130699708118,98.72,1434,False,3.2
1,67,3.6914147130084625,0.9774520070405784,24.470500299803543,95.58897514304294,98.71,1433,False,3.35
1,68,3.653358792141993,1.0188992519616484,26.728165701672,96.16192741363065,98.68,1432,False,3.45
1,69,3.6736126284637067,0.998100225938271,28.030712828302356,96.37478206898047,98.66,1431,False,3.47
1,70,3.7217146826129452,0.9933806816680247,24.145109894967923,95.8199515069217,98.65,1430,False,3.29
1,71,3.651530182296217,0.9711982666623106,23.24980289396844,96.71551704453819,98.62,1429,False,3.43
1,72,3.6632921821429387,0.967807027460924,25.070887012184894,96.48500143982085,98.6,1428,False,3.61
1,73,3.7032241317283674,1.0190885298539987,26.58470084242072,97.41389603133084,98.58,1427,False,3.82
1,74,3.707465715771881,0.9952726750700527,26.709677413336845,95.85522234170611,98.55,1426,False,3.81
1,75,3.671361044687315,0.9818693455455645,28.38347214489592,93.37588333983169,98.53,1425,False,3.94
1,76,3.6917534372980345,1.004312449715401,25.563847325918033,94.63340122320504,98.5,1424,False,3.82
1,77,3.6933310835483426,0.9547384584403094,25.583412161351472,95.13018813375234,98.49,1423,False,3.87
1,78,3.7159165519393,0.9902300503254331,24.48302165731597,94.91818499590408,98.47,1422,False,3.66
1,79,3.6822279182665207,0.9911858639073178,25.2219716524153,94.4299753913532,98.45,1421,False,3.98
1,80,3.7315649832726567,0.9871580523005589,24.625218228630686,95.67843342683778,98.43,1420,False,4.05
1,81,3.670322169656404,0.9757034547948251,24.30338532851564,95.9936562373416,98.42,1419,False,4.17
1,82,3.6846200886479488,0.9866685125533188,23.74872230466046,94.17811554372095,98.4,1418,False,4.13
1,83,3.736033001111312,0.9991293783667345,25.750687618082768,93.65093513844216,98.38,1417,False,4.04
1,84,3.675854150939505,1.0282004583556683,26.070248555246145,94.63348411611928,98.36,1416,False,4.21
1,85,3.682502722844141,1.0210286554483612,25.464459688014603,94.79978946666652,98.34,1415,False,4.36
1,86,3.6982333693625793,1.0428817699086714,25.291739192514914,95.28284214974342,98.32,1414,False,4.23
1,87,3.6975937956994698,0.9970950974271062,24.33147156996096,95.98758106182241,98.3,1413,False,4.29
1,88,3.66001530436689,1.032831825069632,24.5898227404951,95.47247264177233,98.28,1412,False,4.32
1,89,3.7256880413050792,0.9930606936539772,27.10731945937922,95.8460415010346,98.26,1411,False,4.47
1,90,3.6804373523558813,1.0147169988088016,26.45759566956233,94.27691833510525,98.24,1410,False,4.65
1,91,3.668900517011318,1.0042035714086643,27.359453362663736,96.92975163177758,98.22,1409,False,4.61
1,92,3.6675833338885826,1.003281164140913,26.764449019036974,95.53787857579793,98.19,1408,False,4.56
1,93,3.692137622682109,0.978500462177646,25.478976478583384,97.42181850754841,98.17,1407,False,4.7
1,94,3.7294333726308397,0.9708516634461856,26.28002684599319,94.06443412259267,98.15,1406,False,4.63
1,95,3.694812928502506,1.0069456343016918,25.688430626629422,93.30055344663035,98.12,1405,False,4.67
1,96,3.6628673093477633,0.9975241209781759,24.02258485826211,95.48036175817892,98.1,1404,False,4.85
1,97,3.69034426614699,1.0238736389263696,26.53959555849181,96.23290938621491,98.08,1403,False,4.81
1,98,3.7380054831033576,0.9939656061721658,24.48192779443924,93.10820839252577,98.07,1402,False,4.92
1,99,3.677817697431378,0.976647337437242,26.269954627356377,94.35938387569983,98.06,1401,False,4.91
1,100,3.66492134260135,1.0188360340869742,26.13642870106539,94.54858955045009,98.04,1400,False,4.95
1,101,3.6919398689337006,0.9943613552256525,24.37465972423209,94.01919513391331,98.01,1399,False,4.91
1,102,3.6827045424636258,0.9783766717794125,25.88840864268592,95.84774549757802,97.99,1398,False,4.85
1,103,3.7390626211587237,0.9665547580049096,25.1736334850732,95.2961005493695,97.98,1397,False,5.19
1,104,3.631081127118712,1.0057124117339948,25.340523271866747,94.15081681268872,97.96,1396,False,5.22
1,105,3.691579640163126,1.0198315771478317,28.824781917938115,96.79101605907036,97.93,1395,False,5.05
1,106,3.6676702747690695,1.0022268872209779,25.06070746660987,95.51303130794112,97.91,1394,False,5.29
1,107,3.7187091111483643,1.0222580764405018,24.42225757909318,96.2830499442203,97.89,1393,False,5.41
1,108,3.6936501648414617,1.0123316330834917,25.11096534222713,95.0135308289533,97.87,1392,False,5.6
1,109,3.6874806761977874,1.0190419316512256,25.191297537218905,92.36245030574396,97.86,1391,False,5.45
1,110,3.736758898453215,1.0121166681486267,26.434010970897337,95.40764134604562,97.84,1390,False,5.3
1,111,3.6807489819071413,0.9680909987190276,27.625968392962218,94.62687438202327,97.83,1389,False,5.42
1,112,3.6864057414892177,1.0130185161287064,26.133564081958106,93.71138517715076,97.81,1388,False,5.56
1,113,3.695938493812634,1.0083039458261847,25.10622003282909,94.80393980246544,97.78,1387,False,5.74
1,114,3.6657029662226823,1.0325127455872702,25.011638802266994,94.37287654759571,97.76,1386,False,5.59
1,115,3.6593798986872392,0.9650292312737055,25.608007133283653,94.30132257904602,97.74,1385,False,5.85
1,116,3.7073332854597982,1.0179187845521083,25.450998504483678,95.29486340415363,97.71,1384,False,5.69
1,117,3.7340716365015756,1.016924639225207,25.743008064306842,94.35724683371916,97.69,1383,False,5.77
1,118,3.670249684572975,0.9864798119482256,28.70920782001227,92.17901227418227,97.68,1382,False,5.9
1,119,3.6924915842647965,0.9961087622559023,25.543485156821305,93.34139996031601,97.66,1381,False,5.8
1,120,3.7146906472127457,1.0029073680333112,26.29543512420639,92.18225617698835,97.64,1380,False,5.95
